"DateTime","Number of Cargo Ships","Number of Tanker Ships","7-day Moving Average","Prior Year: 7-day Moving Average"
"2019-12-26 00:00:00",38,7,41.57142857142857,
"2019-12-27 00:00:00",27,2,39.714285714285715,
"2019-12-28 00:00:00",30,7,38.57142857142857,
"2019-12-29 00:00:00",29,12,37.857142857142854,
"2019-12-30 00:00:00",36,11,39.57142857142857,
"2019-12-31 00:00:00",23,14,39.714285714285715,
"2020-01-01 00:00:00",31,5,38.857142857142854,
"2020-01-02 00:00:00",33,12,38.857142857142854,38.5
"2020-01-03 00:00:00",36,13,41.714285714285715,45.666666666666664
"2020-01-04 00:00:00",23,3,40.142857142857146,43.25
"2020-01-05 00:00:00",21,5,38,46.6
"2020-01-06 00:00:00",30,8,36.714285714285715,43
"2020-01-07 00:00:00",38,14,38.857142857142854,44.714285714285715
"2020-01-08 00:00:00",30,13,39.857142857142854,41.285714285714285
"2020-01-09 00:00:00",28,10,38.857142857142854,47.142857142857146
"2020-01-10 00:00:00",21,12,36.57142857142857,43.42857142857143
"2020-01-11 00:00:00",24,11,37.857142857142854,48.714285714285715
"2020-01-12 00:00:00",36,10,40.714285714285715,43.142857142857146
"2020-01-13 00:00:00",34,9,41.42857142857143,46.57142857142857
"2020-01-14 00:00:00",32,18,41.142857142857146,46.42857142857143
"2020-01-15 00:00:00",35,12,41.714285714285715,47.42857142857143
"2020-01-16 00:00:00",30,14,42.57142857142857,46.714285714285715
"2020-01-17 00:00:00",31,4,42.857142857142854,45.42857142857143
"2020-01-18 00:00:00",26,11,43.142857142857146,40.714285714285715
"2020-01-19 00:00:00",28,11,42.142857142857146,40.714285714285715
"2020-01-20 00:00:00",23,11,40.857142857142854,41.42857142857143
"2020-01-21 00:00:00",24,16,39.42857142857143,39.142857142857146
"2020-01-22 00:00:00",26,11,38,39.285714285714285
"2020-01-23 00:00:00",36,5,37.57142857142857,37.142857142857146
"2020-01-24 00:00:00",32,12,38.857142857142854,38.42857142857143
"2020-01-25 00:00:00",29,10,39.142857142857146,38.57142857142857
"2020-01-26 00:00:00",24,6,37.857142857142854,41.42857142857143
"2020-01-27 00:00:00",11,12,36.285714285714285,41.42857142857143
"2020-01-28 00:00:00",22,7,34.714285714285715,42.57142857142857
"2020-01-29 00:00:00",27,12,35,42.857142857142854
"2020-01-30 00:00:00",31,9,34.857142857142854,45
"2020-01-31 00:00:00",31,4,33.57142857142857,44.714285714285715
"2020-02-01 00:00:00",29,5,32.857142857142854,43.714285714285715
"2020-02-02 00:00:00",35,9,34.857142857142854,43.857142857142854
"2020-02-03 00:00:00",44,21,40.857142857142854,41.714285714285715
"2020-02-04 00:00:00",34,11,43.142857142857146,42
"2020-02-05 00:00:00",43,11,45.285714285714285,41.714285714285715
"2020-02-06 00:00:00",39,13,47,39.857142857142854
"2020-02-07 00:00:00",37,12,49,42.142857142857146
"2020-02-08 00:00:00",39,11,51.285714285714285,45.142857142857146
"2020-02-09 00:00:00",37,11,51.857142857142854,45.714285714285715
"2020-02-10 00:00:00",42,10,50,47.285714285714285
"2020-02-11 00:00:00",41,13,51.285714285714285,46.714285714285715
"2020-02-12 00:00:00",41,15,51.57142857142857,46.857142857142854
"2020-02-13 00:00:00",27,8,49.142857142857146,46.142857142857146
"2020-02-14 00:00:00",33,8,48,46.142857142857146
"2020-02-15 00:00:00",41,8,47.857142857142854,43.142857142857146
"2020-02-16 00:00:00",32,16,47.857142857142854,44
"2020-02-17 00:00:00",36,16,47.857142857142854,41.42857142857143
"2020-02-18 00:00:00",32,16,47,44.714285714285715
"2020-02-19 00:00:00",32,7,44.57142857142857,43.714285714285715
"2020-02-20 00:00:00",36,17,47.142857142857146,47.42857142857143
"2020-02-21 00:00:00",30,10,47,45
"2020-02-22 00:00:00",31,11,46,50.57142857142857
"2020-02-23 00:00:00",35,12,45.857142857142854,47.42857142857143
"2020-02-24 00:00:00",30,5,43.42857142857143,53.142857142857146
"2020-02-25 00:00:00",25,10,41.57142857142857,48.57142857142857
"2020-02-26 00:00:00",34,13,42.714285714285715,53.714285714285715
"2020-02-27 00:00:00",21,10,39.57142857142857,46.857142857142854
"2020-02-28 00:00:00",32,15,40.57142857142857,47.714285714285715
"2020-02-29 00:00:00",26,9,39.57142857142857,46
"2020-03-01 00:00:00",29,13,38.857142857142854,46.285714285714285
"2020-03-02 00:00:00",32,12,40.142857142857146,44.57142857142857
"2020-03-03 00:00:00",42,12,42.857142857142854,44.857142857142854
"2020-03-04 00:00:00",25,14,41.714285714285715,43.142857142857146
"2020-03-05 00:00:00",31,11,43.285714285714285,45.857142857142854
"2020-03-06 00:00:00",38,3,42.42857142857143,45.285714285714285
"2020-03-07 00:00:00",30,12,43.42857142857143,41.42857142857143
"2020-03-08 00:00:00",30,6,42.57142857142857,42.285714285714285
"2020-03-09 00:00:00",29,11,42,39.857142857142854
"2020-03-10 00:00:00",37,6,40.42857142857143,39.714285714285715
"2020-03-11 00:00:00",39,14,42.42857142857143,37
"2020-03-12 00:00:00",35,12,43.142857142857146,37
"2020-03-13 00:00:00",27,14,43.142857142857146,37.142857142857146
"2020-03-14 00:00:00",29,17,43.714285714285715,37.857142857142854
"2020-03-15 00:00:00",38,6,44.857142857142854,39.857142857142854
"2020-03-16 00:00:00",38,3,45,39.57142857142857
"2020-03-17 00:00:00",32,12,45.142857142857146,41.857142857142854
"2020-03-18 00:00:00",37,8,44,43.714285714285715
"2020-03-19 00:00:00",50,12,46.142857142857146,44
"2020-03-20 00:00:00",30,9,45.857142857142854,44.42857142857143
"2020-03-21 00:00:00",31,6,44.57142857142857,43.857142857142854
"2020-03-22 00:00:00",39,8,45,40.714285714285715
"2020-03-23 00:00:00",37,7,45.42857142857143,42.714285714285715
"2020-03-24 00:00:00",36,9,45.57142857142857,40.285714285714285
"2020-03-25 00:00:00",26,9,44.142857142857146,38.42857142857143
"2020-03-26 00:00:00",27,8,40.285714285714285,39.142857142857146
"2020-03-27 00:00:00",41,13,42.42857142857143,39.42857142857143
"2020-03-28 00:00:00",52,12,46.285714285714285,39.42857142857143
"2020-03-29 00:00:00",33,12,46,39.285714285714285
"2020-03-30 00:00:00",31,10,45.57142857142857,36.857142857142854
"2020-03-31 00:00:00",38,15,46.714285714285715,38.142857142857146
"2020-04-01 00:00:00",28,10,47.142857142857146,38.142857142857146
"2020-04-02 00:00:00",32,9,48,38.857142857142854
"2020-04-03 00:00:00",30,13,46.42857142857143,39.142857142857146
"2020-04-04 00:00:00",32,12,43.57142857142857,40.285714285714285
"2020-04-05 00:00:00",36,13,44.142857142857146,42.57142857142857
"2020-04-06 00:00:00",35,22,46.42857142857143,45.57142857142857
"2020-04-07 00:00:00",24,10,43.714285714285715,46
"2020-04-08 00:00:00",30,10,44,49.142857142857146
"2020-04-09 00:00:00",50,12,47,48.857142857142854
"2020-04-10 00:00:00",41,12,48.42857142857143,51.857142857142854
"2020-04-11 00:00:00",39,14,49.714285714285715,53.57142857142857
"2020-04-12 00:00:00",32,9,48.57142857142857,52.142857142857146
"2020-04-13 00:00:00",42,14,48.42857142857143,50
"2020-04-14 00:00:00",48,15,52.57142857142857,49.714285714285715
"2020-04-15 00:00:00",49,14,55.857142857142854,46.57142857142857
"2020-04-16 00:00:00",46,18,56.142857142857146,45.42857142857143
"2020-04-17 00:00:00",47,12,57,43.857142857142854
"2020-04-18 00:00:00",40,13,57,42.285714285714285
"2020-04-19 00:00:00",35,15,58.285714285714285,43.142857142857146
